CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
983019217,11/18/2016,15:00:00,11/29/2016,12:00:00,01/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,989741,215196,40.757346324,-73.980181368,"(40.757346324, -73.980181368)"
194247516,11/18/2016,14:00:00,01/03/2018,14:00:00,01/05/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,990598,212007,40.748592752,-73.977090987,"(40.748592752, -73.977090987)"
207548593,11/20/2016,18:00:00,12/28/2016,18:00:00,02/02/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999557,223723,40.780739178,-73.944730538,"(40.780739178, -73.944730538)"
907242245,11/20/2016,12:00:00,11/26/2016,23:59:00,01/23/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,1001769,234797,40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
222080635,11/29/2016,13:00:00,,,01/03/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DEPARTMENT STORE,,,996345,230977,40.800654436,-73.956315447,"(40.800654436, -73.956315447)"
154331986,12/01/2016,09:00:00,,,03/19/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,JOHNSON,1000102,229680,40.797088584,-73.94274858,"(40.797088584, -73.94274858)"
360834007,12/01/2016,20:53:00,,,03/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,999342,233575,40.807780622,-73.945484727,"(40.807780622, -73.945484727)"
256056809,12/01/2016,09:00:00,,,02/05/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,999911,242928,40.833450977,-73.943407506,"(40.833450977, -73.943407506)"
976384124,12/05/2016,16:30:00,01/25/2018,16:00:00,01/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,989741,215196,40.757346324,-73.980181368,"(40.757346324, -73.980181368)"
264224310,12/07/2016,10:00:00,01/18/2018,18:00:00,02/23/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DOCTOR/DENTIST OFFICE,,,993538,217312,40.763151029,-73.966472956,"(40.763151029, -73.966472956)"
747461648,12/18/2016,17:35:00,,,03/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,999342,233575,40.807780622,-73.945484727,"(40.807780622, -73.945484727)"
866767434,12/20/2016,00:01:00,12/20/2016,23:59:00,03/20/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002106,249501,40.851487774,-73.935457967,"(40.851487774, -73.935457967)"
564595956,12/22/2016,14:00:00,01/05/2017,09:00:00,03/29/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,984338,208351,40.738560221,-73.999683896,"(40.738560221, -73.999683896)"
305028278,12/23/2016,09:00:00,02/20/2018,10:00:00,03/11/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005317,255575,40.868151998,-73.923832188,"(40.868151998, -73.923832188)"
287419898,12/26/2016,00:01:00,01/01/2017,00:01:00,01/11/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,,PARKING LOT/GARAGE (PUBLIC),,,988934,200565,40.717188305,-73.983104465,"(40.717188305, -73.983104465)"
