CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
159227663,03/02/2016,17:32:00,03/02/2016,17:48:00,02/01/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,1,,TRANSIT - NYC SUBWAY,,,982466,197787,40.709564416,-74.006436281,"(40.709564416, -74.006436281)"
106075901,03/15/2016,14:00:00,03/15/2018,14:15:00,03/16/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,RESIDENCE - APT. HOUSE,,,1001188,248123,40.84770738,-73.938779711,"(40.84770738, -73.938779711)"
505568154,03/23/2016,20:20:00,03/23/2018,20:26:00,03/23/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,TAXI (YELLOW LICENSED),,,997016,219318,40.768652643,-73.953914012,"(40.768652643, -73.953914012)"
457866398,04/04/2016,09:00:00,01/29/2018,10:55:00,03/02/2018,109,GRAND LARCENY,426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,989004,220120,40.770861863,-73.982838131,"(40.770861863, -73.982838131)"
286293788,04/11/2016,00:00:00,04/11/2016,23:59:00,03/20/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,990708,221712,40.775230406,-73.976684667,"(40.775230406, -73.976684667)"
899377173,04/19/2016,06:25:00,,,02/13/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,STREET,,,994488,235340,40.812632015,-73.963016104,"(40.812632015, -73.963016104)"
779038663,04/22/2016,00:00:00,04/22/2016,02:00:00,02/06/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,987624,203977,40.726554019,-73.987828427,"(40.726554019, -73.987828427)"
551308817,05/01/2016,00:00:00,05/31/2016,00:00:00,03/01/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,RESIDENCE - APT. HOUSE,,,996241,236149,40.814850289,-73.956681848,"(40.814850289, -73.956681848)"
496117679,05/01/2016,08:00:00,12/01/2017,14:00:00,02/09/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,996123,238528,40.821380135,-73.957103936,"(40.821380135, -73.957103936)"
258293148,05/01/2016,19:36:00,,,01/30/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE-HOUSE,,,986160,205842,40.731673428,-73.993109848,"(40.731673428, -73.993109848)"
907306848,05/05/2016,17:00:00,01/26/2018,19:00:00,01/27/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,999949,245202,40.839692381,-73.943264864,"(40.839692381, -73.943264864)"
445074434,05/05/2016,14:25:00,01/11/2017,08:00:00,01/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992485,230976,40.800656132,-73.970257405,"(40.800656132, -73.970257405)"
682925190,06/01/2016,00:01:00,09/25/2016,23:59:00,03/27/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,987965,215284,40.757588785,-73.986591894,"(40.757588785, -73.986591894)"
527382284,06/01/2016,08:00:00,03/22/2018,12:00:00,03/22/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,993996,221293,40.774077348,-73.964813863,"(40.774077348, -73.964813863)"
708890817,06/01/2016,00:05:00,02/01/2018,09:00:00,01/29/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,26,INSIDE,RESIDENCE - PUBLIC HOUSING,,,996241,236149,40.814850289,-73.956681848,"(40.814850289, -73.956681848)"
695277773,06/01/2016,21:00:00,07/24/2016,21:00:00,01/10/2018,104,RAPE,153,RAPE 3,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002106,249501,40.851487774,-73.935457967,"(40.851487774, -73.935457967)"
858468480,06/03/2016,17:48:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,986360,215716,40.758775044,-73.992385119,"(40.758775044, -73.992385119)"
606314444,06/06/2016,15:00:00,02/06/2018,07:00:00,02/06/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,RESIDENCE-HOUSE,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
944375976,06/06/2016,18:31:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
104427608,06/07/2016,14:33:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
597676764,06/08/2016,16:05:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,987045,213240,40.751978863,-73.989913548,"(40.751978863, -73.989913548)"
697631682,06/09/2016,08:00:00,06/30/2017,08:00:00,02/21/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,CHAIN STORE,,,993311,231911,40.803221643,-73.967272709,"(40.803221643, -73.967272709)"
553004874,06/09/2016,18:48:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,989155,221677,40.775135338,-73.982291841,"(40.775135338, -73.982291841)"
646164483,06/09/2016,18:38:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
769951025,06/11/2016,17:19:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,987666,214366,40.75506923,-73.987671622,"(40.75506923, -73.987671622)"
463482947,06/13/2016,17:54:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,BANK,,,993380,232164,40.803915987,-73.967023133,"(40.803915987, -73.967023133)"
640308784,06/13/2016,14:17:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
221924532,06/14/2016,13:28:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
629541090,06/15/2016,21:09:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
197734787,06/15/2016,19:33:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
335007714,06/16/2016,13:00:00,01/20/2018,16:00:00,01/29/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,HOTEL/MOTEL,,,994554,221287,40.774060247,-73.962799233,"(40.774060247, -73.962799233)"
952533584,07/01/2016,08:00:00,07/31/2016,20:00:00,03/17/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002644,250694,40.854761099,-73.933510004,"(40.854761099, -73.933510004)"
693483150,07/01/2016,09:02:00,02/09/2018,08:45:00,02/09/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991583,208144,40.737989018,-73.973540251,"(40.737989018, -73.973540251)"
870344960,07/01/2016,09:00:00,12/29/2017,14:16:00,01/02/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,999358,222038,40.776114639,-73.945452881,"(40.776114639, -73.945452881)"
148431292,07/02/2016,19:00:00,09/30/2016,12:00:00,03/07/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,RESIDENCE - APT. HOUSE,,,996463,235457,40.812950638,-73.955881094,"(40.812950638, -73.955881094)"
329425264,07/26/2016,11:22:00,,,02/20/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,23,,TRANSIT - NYC SUBWAY,,,999643,228852,40.79481676,-73.944408254,"(40.79481676, -73.944408254)"
325815702,08/01/2016,12:00:00,02/18/2018,17:00:00,02/21/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,,RESIDENCE - APT. HOUSE,,,1000142,225685,40.786123314,-73.942613564,"(40.786123314, -73.942613564)"
862366385,08/01/2016,09:00:00,,,01/29/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989866,208688,40.73948342,-73.979735608,"(40.73948342, -73.979735608)"
139829439,08/13/2016,12:00:00,12/27/2017,08:56:00,01/08/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,980219,197152,40.707820753,-74.014540763,"(40.707820753, -74.014540763)"
684646033,08/15/2016,13:00:00,10/15/2016,15:00:00,03/13/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,996001,223898,40.781224949,-73.957570326,"(40.781224949, -73.957570326)"
100477752,08/19/2016,22:00:00,01/31/2018,22:26:00,01/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1004150,249306,40.850948187,-73.928070171,"(40.850948187, -73.928070171)"
945251750,09/01/2016,16:00:00,,,03/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,OPPOSITE OF,STREET,,,992532,212752,40.75063599,-73.970110103,"(40.75063599, -73.970110103)"
595262294,09/01/2016,12:00:00,02/12/2018,14:20:00,02/12/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,982276,196845,40.706978808,-74.007121329,"(40.706978808, -74.007121329)"
436766371,09/01/2016,01:00:00,08/01/2017,01:00:00,01/28/2018,109,GRAND LARCENY,434,"LARCENY,GRAND BY OPEN BANK ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1002134,233838,40.808497274,-73.935398508,"(40.808497274, -73.935398508)"
701495554,09/02/2016,00:00:00,09/12/2016,00:00:00,03/06/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
277173491,09/02/2016,09:00:00,01/15/2018,11:00:00,01/15/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1001534,248877,40.849776217,-73.937527165,"(40.849776217, -73.937527165)"
284926241,09/06/2016,12:00:00,09/22/2016,15:30:00,03/22/2018,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT FACILITY (OTHER),,,983125,199091,40.713143696,-74.004059506,"(40.713143696, -74.004059506)"
225733764,09/09/2016,12:00:00,,,03/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,987060,208451,40.738834251,-73.98986141,"(40.738834251, -73.98986141)"
243244452,09/15/2016,10:00:00,02/01/2018,11:00:00,02/01/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992848,228356,40.793464597,-73.968949638,"(40.793464597, -73.968949638)"
757632455,09/20/2016,09:00:00,,,02/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,985324,204347,40.727570158,-73.996126514,"(40.727570158, -73.996126514)"
424029434,10/04/2016,23:30:00,10/04/2016,23:55:00,01/11/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,997376,233927,40.808749904,-73.952585806,"(40.808749904, -73.952585806)"
506600460,10/07/2016,00:01:00,10/31/2016,23:59:00,03/27/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,997376,233927,40.808749904,-73.952585806,"(40.808749904, -73.952585806)"
220455611,10/16/2016,00:01:00,06/14/2017,12:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992256,228214,40.793075401,-73.971087823,"(40.793075401, -73.971087823)"
941936407,10/17/2016,02:00:00,03/04/2018,16:00:00,03/04/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,BARUCH,990933,200320,40.716514555,-73.975893551,"(40.716514555, -73.975893551)"
424018878,10/26/2016,08:00:00,01/05/2018,17:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003438,251058,40.855758481,-73.930638777,"(40.855758481, -73.930638777)"
408487804,10/29/2016,00:00:00,11/09/2016,00:00:00,02/12/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
782354858,10/30/2016,21:00:00,10/30/2016,21:30:00,01/23/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,984340,216674,40.76140476,-73.999676569,"(40.76140476, -73.999676569)"
689131038,11/01/2016,00:00:00,11/01/2016,23:59:00,03/20/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005202,253699,40.863003221,-73.924253843,"(40.863003221, -73.924253843)"
227147135,11/01/2016,09:00:00,03/09/2018,20:55:00,03/09/2018,112,THEFT-FRAUD,772,COMPUTER TAMPER/TRESSPASS,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,985802,213781,40.753464076,-73.994399743,"(40.753464076, -73.994399743)"
474897504,11/01/2016,00:00:00,11/10/2016,00:00:00,01/10/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
916387187,11/08/2016,00:01:00,,,01/18/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,990125,214834,40.756352479,-73.978795614,"(40.756352479, -73.978795614)"
426302247,11/16/2016,09:00:00,02/01/2018,23:59:00,02/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,987368,207722,40.736833222,-73.988750312,"(40.736833222, -73.988750312)"
